artist,status,performer_id,performer_name,performer_url,note
Yu Ching,not_found,,,,
Yu Su,followed,2373824,Yu Su,https://goout.net/en/yu-su/pzycxbg/,
Yung Fume,not_found,,,,
Yves Tumor,followed,2232133,Yves Tumor,https://goout.net/en/yves-tumor/pzikvrf/,
Yves Tumor & NINA,not_found,,,,
ZAYSKII & kahleation,not_found,,,,
Zach Bryan,not_found,,,,
Zach Bryan & Noeline Hofmann,not_found,,,,
Zach Phillips,not_found,,,,
Zanders,followed,2427578,Al Zanders,https://goout.net/en/al-zanders/pzddjfg/,
Zelooperz & Real Bad Man,not_found,,,,
Zen Haircuts,not_found,,,,
Zero Boys,not_found,,,,
Zooblasters,followed,2399361,Zooblasters,https://goout.net/en/zooblasters/pzlyndg/,
Zora Jones,followed,2248595,Zora Jones,https://goout.net/en/zora-jones/pzuswsf/,
Zrní,followed,5718,Zrní,https://goout.net/en/zrni/pzsdj/,
Zukenee,not_found,,,,
Zukenee & Sk8star,not_found,,,,
alt-J,followed,20704,Alt-J,https://goout.net/en/alt-j/pzedib/,
awakebutstillinbed,followed,2569504,Awakebutstillinbed,https://goout.net/en/awakebutstillinbed/pzeflog/,
aya,followed,2366596,Aya,https://goout.net/en/aya/pzvnlbg/,
bassvictim,followed,2537379,Bassvictim,https://goout.net/en/bassvictim/pzeujmg/,
bbymutha,followed,2433473,Bbymutha,https://goout.net/en/bbymutha/pzxnsfg/,
beabadoobee,followed,2445334,Beabadoobee,https://goout.net/en/beabadoobee/pzjnmgg/,
billi0n,not_found,,,,
billy woods,followed,2508840,billy woods,https://goout.net/en/billy-woods/pzpdokg/,
billy woods & Kenny Segal,not_found,,,,
blink-182,followed,2213503,Blink–182,https://goout.net/en/blink-182/pzdpqqf/,
bong mountain,not_found,,,,
boygenius,followed,2588484,boygenius,https://goout.net/en/boygenius/pzjoqpg/,
brakence,not_found,,,,
caroline,followed,2591236,caroline,https://goout.net/en/caroline/pzlyupg/,
caroline & Caroline Polachek,not_found,,,,
clay10,not_found,,,,
closure.,followed,7920,Closure In Moscow,https://goout.net/en/closure-in-moscow/pzuqm/,
cootie catcher,not_found,,,,
crushed,followed,2437180,Crushed Beaks,https://goout.net/en/crushed-beaks/pzfmyfg/,
cupcakKe,followed,2398818,CupcakKe,https://goout.net/en/cupcakke/pzscndg/,
deBasement,not_found,,,,
deathcrash,not_found,,,,
demahjiae,not_found,,,,
dexter in the newsagent,not_found,,,,
dodie,followed,2349663,Dodie,https://goout.net/en/dodie/pznljag/,
dolo2000,not_found,,,,
ear,followed,2480194,Earth,https://goout.net/en/earth/pzthsig/,
envy,followed,756,Envy,https://goout.net/en/envy/pzgfb/,
exciting!!excellent!!,not_found,,,,
fakemink,followed,2601599,fakemink,https://goout.net/en/fakemink/pzynmqg/,
fakemink & Fimiguerrero,not_found,,,,
fakemink & ok,not_found,,,,
fakemink,followed,2601599,fakemink,https://goout.net/en/fakemink/pzynmqg/,
fanclubwallet,not_found,,,,
fantasy of a broken heart,not_found,,,,
feeble little horse,not_found,,,,
filous & The Kooks,not_found,,,,
forty winks,not_found,,,,
frown line,not_found,,,,
girl in red,followed,2384576,Girl in Red,https://goout.net/en/girl-in-red/pzbipcg/,
girlpuppy,not_found,,,,
glass beach,not_found,,,,
gyrofield,followed,2495447,Gyrofield,https://goout.net/en/gyrofield/pzwrrjg/,
hey,followed,2254612,Hey,https://goout.net/en/hey/pzmjhtf/,
heylog,not_found,,,,
horsegiirL,followed,2506065,Horsegiirl,https://goout.net/en/horsegiirl/pzprjkg/,
i don't like mirrors,not_found,,,,
iLoveMakonnen,not_found,,,,
ideasforconversations,not_found,,,,
indirekt grell,not_found,,,,
james K,followed,2528168,james K,https://goout.net/en/james-k/pzsbulg/,
jonás & Diego Raposo,not_found,,,,
julie,followed,2577667,julie,https://goout.net/en/julie/pzrgyog/,
key vs. locket,not_found,,,,
killjae,not_found,,,,
knitting,not_found,,,,
kwes e,not_found,,,,
kwn,not_found,,,,
lade,followed,5762,Ladě,https://goout.net/en/lade/pzmfj/,
lots of hands,not_found,,,,
lovelettertypewriter,not_found,,,,
mae,followed,2272080,Vanessa-Mae,https://goout.net/en/vanessa-mae/pzfikuf/,
mark william lewis,followed,2591529,mark william lewis,https://goout.net/en/mark-william-lewis/pzelvpg/,
mary in the junkyard,not_found,,,,
media puzzle,not_found,,,,
mewithoutYou,followed,2239434,mewithoutYou,https://goout.net/en/mewithoutyou/pzjcisf/,
mofie,not_found,,,,
penelope*,followed,2501551,Penelope,https://goout.net/en/penelope/pzbmckg/,
prettifun,not_found,,,,
quickly,not_found,,,,
really big really clever,not_found,,,,
red sun,followed,2251603,Red Sun Rising,https://goout.net/en/red-sun-rising/pzdoctf/,
redLee & Elijah Maja,not_found,,,,
redveil,not_found,,,,
rodneyy,not_found,,,,
saturdays at your place,not_found,,,,
saturdays at your place,not_found,,,,
serpentwithfeet,followed,2320539,Serpentwithfeet,https://goout.net/en/serpentwithfeet/pzovmxf/,
shame,followed,2299277,Shame,https://goout.net/en/shame/pzcvdwf/,
shower curtain,not_found,,,,
skaiwater,not_found,,,,
slowthai,followed,2327759,Slowthai,https://goout.net/en/slowthai/pzjkyxf/,
slowthai & A$AP Rocky,not_found,,,,
slowthai & Deb Never,not_found,,,,
slowthai & Skepta,not_found,,,,
slowthai,followed,2327759,Slowthai,https://goout.net/en/slowthai/pzjkyxf/,
slowthai,followed,2327759,Slowthai,https://goout.net/en/slowthai/pzjkyxf/,
sombr,followed,2581026,Sombr,https://goout.net/en/sombr/pzbqepg/,
sports.,followed,2477490,Sports Team,https://goout.net/en/sports-team/pzpynig/,
svn4vr,not_found,,,,
talker,not_found,,,,
tdf,not_found,,,,
teepee,followed,2239158,teepee,https://goout.net/en/teepee/pziqhsf/,
twentythree,followed,2544239,23 and Beyond the Infinite,https://goout.net/en/23-and-beyond-the-infinite/pzotumg/,
twentythreenineteen,not_found,,,,
underscores,followed,2511521,Underscores,https://goout.net/en/underscores/pzvkskg/,
untiljapan,not_found,,,,
venturing,not_found,,,,
voyeur,followed,2222074,Charlie Boyer and The Voyeurs,https://goout.net/en/charlie-boyer-and-the-voyeurs/pzyhfrf/,
weave,followed,2288223,Jane Weaver,https://goout.net/en/jane-weaver/pzxdlvf/,
xaviersobased,followed,2567150,Xaviersobased,https://goout.net/en/xaviersobased/pzalhog/,
yMusic,not_found,,,,
yeule,followed,2446296,Yeule,https://goout.net/en/yeule/pzvbogg/,
yung kai,not_found,,,,
zayALLCAPS,not_found,,,,
Ásgeir,followed,340823,Ásgeir,https://goout.net/en/asgeir/pzxhuv/,
Ólafur Arnalds,followed,7064,Ólafur Arnalds,https://goout.net/en/olafur-arnalds/pzohl/,
